0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.9390436186320447,5.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,0.9583130639228555,3.0
2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,6.0,0.9902512334609104,6.0
2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,5.0,3.0,0.9410263768133874,3.0
2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9459271124695027,1.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,3.0,0.9266694319874587,3.0
1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,0.8711752223126128,3.0
3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9400133330639585,3.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,5.0,0.6007443205376335,5.0
3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9922953161648046,3.0
3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9452532243549308,1.0
3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9199183281227014,1.0
1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,0.8711752223126128,5.0
3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7015739721703367,2.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,0.9842581511959728,3.0
1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9390436186320447,1.0
2.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.9898960722237358,5.0
3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9873076700082396,1.0
2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,0.998789102089101,1.0
2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9266694319874587,1.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,5.0,0.9831893838406234,5.0
1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,0.9917310517801183,5.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0,3.0,4.0,0.9199183281227014,4.0
2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9902512334609104,1.0
3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,0.9277780517886886,4.0
1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,5.0,0.6351988311659655,5.0
2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,0.8807437145316916,3.0
3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,0.9873076700082396,3.0
1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,5.0,0.9902512334609104,5.0
3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,0.9574487832925322,1.0
1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,0.9831893838406234,1.0
3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.8973488812396156,1.0
3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,1.0,0.9837143697965826,1.0
3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8821057681331418,2.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,0.9566199668403339,5.0
3.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,0.8973488812396156,1.0
3.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,0.8973488812396156,2.0
2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9410263768133874,1.0
3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9767990144695853,3.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,5.0,0.9975211294897263,5.0
2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,0.9583130639228555,4.0
1.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,5.0,0.6007443205376335,5.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,5.0,0.9831893838406234,5.0
2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,0.9583130639228555,4.0
3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.906116377617467,1.0
3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9452532243549308,1.0
3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,2.0,0.7015739721703367,2.0
2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.996975604992917,1.0
2.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9727692110184714,1.0
2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,3.0,5.0,1.0,0.9459271124695027,1.0
2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9926702807523722,1.0
2.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9964249296399279,1.0
3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977222635098104,1.0
2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,6.0,0.9898960722237358,6.0
3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9452532243549308,1.0
2.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,0.9459271124695027,1.0
2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,0.947391134164293,3.0
2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,5.0,0.8807437145316916,5.0
2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9210707291462235,3.0
3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,1.0,0.7015739721703367,1.0
2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9266694319874587,1.0
2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9459271124695027,1.0
2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,0.9459271124695027,1.0
3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.767070620418485,3.0
3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,0.9873076700082396,3.0
1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9188167126634907,3.0
2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.9761436516150521,3.0
3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9925776967587594,2.0
2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,0.9459271124695027,3.0
2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,0.9868177633856233,3.0
3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9574487832925322,1.0
2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,0.9868177633856233,1.0
3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,0.8973488812396156,2.0
2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9459271124695027,3.0
2.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.8807437145316916,1.0
1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.9713816898612944,5.0
2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9727692110184714,1.0
1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,0.9950054472314249,3.0
3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,0.9837143697965826,3.0
2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9842581511959728,1.0
2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,2.0,4.0,0.9048754317522508,4.0
1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9919304997829896,1.0
1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8441877060522822,2.0
3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,0.9452532243549308,2.0
3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,0.9720618200100588,3.0
2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,0.9979247998809262,4.0
3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9400133330639585,1.0
3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,0.9632848070102101,3.0
3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,1.0,0.9400133330639585,1.0
1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,5.0,0.9902512334609104,5.0
3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,0.8725095228995543,2.0
1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9566199668403339,3.0
3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,2.0,0.9199183281227014,2.0
1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,3.0,5.0,5.0,0.9919304997829896,5.0
1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,0.8711752223126128,3.0
2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,0.9902512334609104,3.0
2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,1.0,0.9996112370818219,1.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9926702807523722,1.0
3.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9898960722237358,1.0
2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,0.9048754317522508,1.0
3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9837143697965826,3.0
3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9574487832925322,1.0
2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,1.0,0.9410263768133874,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.998935610034267,1.0
3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,3.0,2.0,4.0,5.0,1.0,0.9199183281227014,1.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9583130639228555,3.0
2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9727692110184714,1.0
3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,0.9400133330639585,3.0
3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.906116377617467,1.0
2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,3.0,0.9842581511959728,3.0
1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,0.9713816898612944,3.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.9713816898612944,3.0
3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9633097733006631,1.0
1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,0.7364622934466819,4.0
2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9842581511959728,1.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,0.9713816898612944,4.0
2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,0.9977764313542207,1.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,0.9774135184265936,5.0
3.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,3.0,0.9574487832925322,3.0
2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.8471246312073427,3.0
3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9574487832925322,1.0
1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,0.9987093088108733,5.0
3.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8821057681331418,2.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,3.0,5.0,3.0,0.9926702807523722,3.0
1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,5.0,5.0,0.3714153471067578,5.0
1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,5.0,0.9902512334609104,5.0
2.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,6.0,0.9761436516150521,6.0
2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,0.9761436516150521,4.0
2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.8807437145316916,3.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9943905279257211,3.0
1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9919304997829896,1.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,0.9266694319874587,4.0
3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.9632848070102101,3.0
2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,0.9926702807523722,4.0
3.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,2.0,1.0,3.0,4.0,2.0,0.6677097569491092,2.0
2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,1.0,0.8471246312073427,1.0
3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9977764313542207,2.0
2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,0.9583130639228555,5.0
2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.9902512334609104,1.0
3.0,5.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,2.0,0.9925776967587594,2.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,3.0,4.0,3.0,5.0,5.0,0.9774135184265936,5.0
3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,0.9837143697965826,3.0
2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,0.9868177633856233,3.0
3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,0.9199183281227014,3.0
3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,0.906116377617467,1.0
1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9640509277150394,1.0
2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,4.0,2.0,1.0,2.0,5.0,4.0,0.9977764313542207,4.0
2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9977764313542207,3.0
3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9922953161648046,1.0
1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,1.0,0.9416779885394577,1.0
